Индекс,Город,Улица,Дом
,Свердловская обл. г.о.г.Екатеринбург г.Екатеринбург,ул.Татищева,д.47А
,Свердловская обл. г.о.г.Екатеринбург г.Екатеринбург,ул.Хмелева,д.18 пом.1
,Свердловская обл. г.о.г.Екатеринбург г.Екатеринбург,ул.Цвиллинга,д.7А/2 пом.2
,Свердловская обл. г.о.г.Екатеринбург г.Екатеринбург,ул.Шефская,д.95 пом.1
,Свердловская обл. г.о.г.Екатеринбург г.Екатеринбург,ул.Юмашева,д.5
,Свердловская обл. г.Заречный,ул.Таховская,д.2
,Свердловская обл. г.Каменск-Уральский,пр-кт Победы,д.10
,Свердловская обл. г.Каменск-Уральский,ул.Каменская,д.83
,Свердловская обл. г.Каменск-Уральский,ул.Парковая,д.17
,Свердловская обл. г.о.Березовский г.Березовский п.Кедровка,ул.Советская,д.15 пом.2
,Свердловская обл. г.Нижний Тагил,пр-кт Ленинградский,д.83
,Свердловская обл. г.Нижний Тагил,пр-кт Мира д.12/пр.Строителей,д.27/ул.Октябрьской Революции д.15
,Свердловская обл. г.Нижний Тагил,пр-кт Мира,д.45
,Свердловская обл. г.Нижний Тагил,ул.Бобкова,д.2
,Свердловская обл. г.Нижний Тагил,ул.Зари,д.52
,Свердловская обл. г.Нижний Тагил,ул.Захарова,д.10
,Свердловская обл. г.Нижний Тагил,ул.Ильича,д.5
,Свердловская обл. г.Нижний Тагил,ул.Красноармейская,д.81
,Свердловская обл. г.Нижний Тагил,ул.Металлургов,д.46
,Свердловская обл. г.Нижний Тагил,ул.Октябрьской Революции,д.46
,Свердловская обл. г.Нижний Тагил,ш.Черноисточинское,
,Свердловская обл. г.о.г.Нижний Тагил г.Нижний Тагил,пр-кт Октябрьский,зд.24А пом.11
,Свердловская обл. г.о.г.Нижний Тагил г.Нижний Тагил,ул.Газетная,д.22
,Свердловская обл. г.о.г.Нижний Тагил г.Нижний Тагил,ул.Краснознаменная,д.41
,Свердловская обл. г.о.г.Нижний Тагил г.Нижний Тагил,ул.Металлургов,д.6А
,Свердловская обл. г.о.г.Нижний Тагил г.Нижний Тагил,ул.Садоводов,д.31
,Свердловская обл. г.Первоуральск,ул.Ватутина,д.36
,Свердловская обл. г.Первоуральск,ул.Ватутина,д.50
,Свердловская обл. г.Первоуральск,ул.Чекистов,д.11а
,Свердловская обл. г.о.Полевской г.Полевской,ул.Володарского,д.54
,Свердловская обл. г.Полевской,мкр.Зеленый Бор-2,д.2
,Свердловская обл. г.Полевской,мкр.микрорайон 2,д.4
,Свердловская обл. г.Полевской,ул.Декабристов,д.2
,Свердловская обл. г.Полевской,ул.Коммунистическая,д.42
,Свердловская обл. г.Полевской,ул.Коммунистическая,д.7
,Свердловская обл. Порошино п/o,Свердловская обл. Порошино п/o,Свердловская обл. Порошино п/o
,Свердловская обл. г.о.Белоярский п.Прохладный,ул.Сетевая,стр.2А
,Свердловская обл. г.Сысерть,ул.Коммуны,д.39 пом.122
,Смоленская обл. пгт.Верхнеднепровский,ул.Ленина,д.17
,Смоленская обл. г.Вязьма,ул.Восстания,д.17
,Смоленская обл. г.Вязьма,ул.Кашена,д.3
,Смоленская обл. г.Вязьма,ул.Ленина,д.14А
,Смоленская обл. г.Вязьма,ул.Ленина,д.63
,Смоленская обл. г.Вязьма,ул.Московская,д.25А
,Смоленская обл. г.Гагарин,ул.Гагарина,д.16 корп.1
,Смоленская обл. г.Гагарин,ул.Ленинградская Набережная,д.9А
,Смоленская обл. г.Гагарин,ул.Строителей,д.30
,Смоленская обл. г.Демидов,ул.Советская,д.8
,Смоленская обл. г.Десногорск,Маг.«Волга» напр. Люкса,Маг.«Волга» напр. Люкса
,Смоленская обл. г.Десногорск,мкр.2-й,д.6
,Смоленская обл. г.о.г.Десногорск г.Десногорск,тер.Центральная часть города,стр.2
,Смоленская обл. г.Дорогобуж,ул.Чистякова,д.6
,Смоленская обл. пгт.Кардымово,ул.Красноармейская,д.1
,Смоленская обл. с.Печерск,ул.Минская,д.5
,Смоленская обл. г.Рославль,165-й кв-л,д.2
,Смоленская обл. г.Рудня,ул.Колхозная,д.11
,Смоленская обл. г.Сафоново,ул.Ленина,д.9
,Смоленская обл. г.Сафоново,ул.Октябрьская,д.50
,Смоленская обл. г.Сафоново,ул.Советская,д.17
,Смоленская обл. г.Смоленск,пр-кт Строителей,д.7Б
,Смоленская обл. г.Смоленск,ул.25 Сентября,д.20
,Смоленская обл. г.Смоленск,ул.25 Сентября,д.20
,Смоленская обл. г.Смоленск,ул.Крупской,д.43
,Смоленская обл. г.Смоленск,ул.Пригородная,д.5
,Смоленская обл. г.Смоленск,ул.Фрунзе,д.44А
,Смоленская обл. г.Сычевка,ул.Карла Маркса,д.1
,Смоленская обл. п.Хиславичи,ул.Советская,д.21А
,Смоленская обл. г.Ярцево,пр-кт Металлургов,д.20
,Смоленская обл. г.Ярцево,ул.Советская,д.39
,Смоленская обл. г.Ярцево,ул.Энтузиастов,д.31А
,Тамбовская обл. рп.Знаменка,ул.Советская 3м. на ю-в,д.7
,Тамбовская обл. рп.Инжавино,ул.Ветеринарная,д.6
,Тамбовская обл. г.Кирсанов,ул.Красноармейская,д.19В
,Тамбовская обл. г.Котовск,ул.Октябрьская,д.75
,Тамбовская обл. м.р-н Тамбовский с.п.Донской сельсовет д.Красненькая,ул.Совхозная,д.210
,Тамбовская обл. с.Куксово,ул.Москва,д.1Б
